Student ID,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
S3471,female,Group D,some high school,standard,none,53,55,57
S3472,male,Group D,some college,free/reduced,none,82,72,69
S3474,male,Group C,master's degree,standard,none,85,81,80
S3475,female,Group B,associate's degree,standard,none,84,9,89
S3476,male,Group C,some college,free/reduced,none,76,72,65
S3477,male,Group D,some college,standard,completed,96,92,88
S3478,male,Group C,bachelor's degree,standard,completed,86,77,80
S3479,male,Group C,some college,free/reduced,none,60,67,61
S3480,female,Group E,associate's degree,free/reduced,none,80,8,83
S3482,female,Group E,some college,free/reduced,none,69,74,75
S3483,female,Group D,some college,free/reduced,completed,64,66,62
S3485,female,Group E,high school,standard,none,59,52,56
S3487,male,Group C,some college,free/reduced,completed,72,73,75
S3488,female,Group D,master's degree,standard,none,62,71,74
S3489,male,Group A,master's degree,standard,none,59,57,51
S3490,female,Group E,some college,standard,none,83,9,88
S3491,female,Group B,some high school,standard,none,44,56,47
S3492,female,Group B,some college,standard,completed,77,9,93
S3493,female,Group A,associate's degree,standard,none,51,69,65
S3494,male,Group C,associate's degree,standard,none,88,8,81
S3495,male,Group B,some college,standard,none,83,79,80
S3496,female,Group D,some college,standard,none,59,62,52
S3497,female,Group C,some college,standard,none,71,69,73
S3498,female,Group E,master's degree,standard,none,76,77,77
S3500,male,Group D,high school,standard,none,88,72,74
S3501,female,Group E,some college,standard,completed,96,98,100
S3502,male,Group C,some high school,standard,completed,86,89,87
S3503,female,Group E,associate's degree,free/reduced,none,57,45,42
S3504,female,Group D,associate's degree,standard,none,67,71,76
S3505,female,Group C,associate's degree,standard,none,70,79,76
S3506,male,Group D,some college,free/reduced,none,62,58,56
S3507,male,Group B,associate's degree,standard,none,67,6,61
S3508,male,Group B,bachelor's degree,free/reduced,none,50,4,38
S3509,female,Group A,associate's degree,standard,completed,73,68,81
S3510,male,Group C,high school,free/reduced,none,72,68,62
S3512,female,Group C,high school,standard,none,71,72,69
S3513,female,Group D,high school,standard,completed,63,78,74
S3515,male,Group D,high school,standard,completed,72,69,74
S3516,female,Group C,some high school,standard,none,63,59,51
S3517,male,Group D,some high school,standard,none,82,77,72
S3518,male,Group C,some college,standard,completed,60,51,55
S3519,female,Group D,associate's degree,standard,none,61,7,73
S3520,female,Group C,some college,standard,none,53,59,59
S3521,male,Group C,associate's degree,free/reduced,completed,60,57,61
S3522,female,Group E,bachelor's degree,standard,completed,92,87,92
S3523,female,Group C,high school,free/reduced,none,48,6,55
S3524,male,Group A,high school,free/reduced,none,44,49,43
S3528,female,Group C,master's degree,standard,completed,50,64,63
S3529,male,Group D,some college,standard,completed,56,48,54
S3530,female,Group E,high school,standard,none,71,83,79
S3531,male,Group D,associate's degree,standard,completed,99,85,88
S3532,male,Group A,associate's degree,standard,completed,79,65,69
S3534,male,Group D,associate's degree,standard,none,67,72,65
S3535,female,Group C,bachelor's degree,standard,none,68,56,57
S3537,female,Group C,bachelor's degree,standard,completed,66,8,75
S3538,female,Group D,associate's degree,free/reduced,completed,73,72,79
S3539,female,Group C,some college,standard,none,77,85,85
S3540,male,Group C,some high school,standard,none,59,5,41
S3542,female,Group C,some college,standard,none,89,93,98
S3543,female,Group A,associate's degree,standard,none,61,65,59
S3544,female,Group C,bachelor's degree,standard,none,68,56,57
S3545,male,Group A,associate's degree,free/reduced,completed,69,77,77
S3546,female,Group A,some high school,standard,none,57,53,54
S3547,male,Group E,some college,standard,completed,99,98,93
S3548,female,Group C,some college,standard,completed,74,79,84
S3549,male,Group E,master's degree,standard,none,89,85,78
S3550,female,Group C,some high school,standard,none,83,95,97
S3551,male,Group C,some high school,standard,completed,52,59,59
S3553,female,Group C,some college,standard,completed,59,66,71
S3554,female,Group D,some college,standard,none,66,7,67
S3555,male,Group D,bachelor's degree,standard,none,71,67,64
S3556,male,Group C,associate's degree,free/reduced,none,82,86,78
S3557,male,Group C,associate's degree,standard,none,91,84,77
S3558,female,Group C,some high school,standard,none,23,33,33
S3559,female,Group E,some college,standard,completed,90,93,91
S3560,male,Group C,associate's degree,standard,none,76,82,77
S3561,male,Group D,some college,standard,completed,100,84,87
S3562,female,Group B,associate's degree,standard,none,62,81,77
S3564,female,Group C,some high school,standard,none,59,5,41
S3565,female,Group D,some college,standard,none,73,89,89
S3566,male,Group D,associate's degree,free/reduced,none,49,54,50
S3567,female,Group D,some college,standard,none,75,75,78
S3570,female,Group C,master's degree,standard,none,71,68,68
S3571,female,Group C,some college,standard,completed,84,88,87
S3572,male,Group E,bachelor's degree,standard,none,56,5,50
S3573,female,Group E,master's degree,standard,none,89,85,78
S3574,male,Group C,some college,standard,none,81,65,60
S3575,female,Group C,some college,free/reduced,none,55,56,54
S3576,male,Group B,bachelor's degree,standard,completed,88,82,82
S3578,male,Group C,some college,standard,none,90,76,71
S3579,female,Group A,some high school,standard,none,70,75,70
S3580,female,Group C,some high school,standard,none,64,56,51
S3581,male,Group C,some college,standard,none,90,76,71
S3582,female,Group D,some college,free/reduced,completed,66,71,87
S3583,male,Group E,some high school,standard,none,92,8,78
S3584,male,Group B,bachelor's degree,standard,completed,94,82,93
S3585,female,Group D,high school,standard,completed,75,74,75
S3586,female,Group E,some college,free/reduced,none,84,88,82
S3587,male,Group C,some college,free/reduced,none,56,47,48
S3588,female,Group C,some high school,free/reduced,completed,64,84,83
S3589,female,Group C,some high school,standard,none,62,64,64
S3590,female,Group C,master's degree,standard,none,75,82,81
S3591,male,Group E,associate's degree,standard,none,82,83,80
S3592,female,Group E,high school,free/reduced,completed,74,67,61
S3593,female,Group D,bachelor's degree,free/reduced,completed,64,77,77
S3594,female,Group D,some college,standard,none,67,65,59
S3595,female,Group B,some high school,free/reduced,none,36,52,51
S3596,female,Group C,some college,standard,none,79,93,81
S3597,female,Group C,associate's degree,free/reduced,none,79,92,97
S3598,female,Group B,high school,standard,none,54,56,59
S3599,female,Group C,associate's degree,standard,completed,64,66,72
S3600,male,Group D,some high school,standard,completed,60,57,60
S3601,male,Group B,some college,standard,completed,77,9,93
S3602,male,Group C,some high school,standard,none,94,84,80
S3603,female,Group B,bachelor's degree,standard,none,55,64,63
S3604,male,Group D,some college,standard,none,63,6,53
S3605,female,Group E,bachelor's degree,standard,completed,92,87,92
S3606,female,Group C,some high school,free/reduced,none,63,72,60
S3607,female,Group E,high school,free/reduced,completed,65,77,74
S3608,male,Group C,associate's degree,standard,none,50,42,35
S3609,female,Group E,some high school,free/reduced,completed,42,59,59
S3611,female,Group C,associate's degree,free/reduced,completed,42,5,61
S3612,male,Group E,some high school,standard,none,66,63,60
S3613,male,Group C,some college,standard,none,71,66,70
S3614,female,Group D,some college,standard,none,75,75,78
S3615,female,Group D,master's degree,standard,completed,87,95,100
S3616,female,Group E,master's degree,standard,none,85,9,88
S3617,female,Group D,some college,free/reduced,none,50,66,66
S3618,female,Group C,associate's degree,free/reduced,completed,46,46,48
S3619,female,Group D,some high school,standard,none,82,77,80
S3620,female,Group A,some college,standard,none,52,68,66
S3621,male,Group D,associate's degree,standard,none,67,72,65
S3622,male,Group B,associate's degree,standard,none,81,66,58
S3624,male,Group C,some college,free/reduced,completed,70,66,68
S3626,female,Group B,bachelor's degree,standard,completed,82,85,99
S3627,female,Group C,some college,standard,none,74,63,65
S3628,female,Group C,some high school,standard,completed,69,84,81
S3629,female,Group C,some high school,standard,completed,60,51,55
S3630,male,Group C,bachelor's degree,standard,none,84,8,77
S3631,male,Group D,some high school,standard,none,90,93,84
S3632,female,Group D,some high school,standard,none,51,53,45
S3633,male,Group C,some college,standard,none,84,84,74
S3634,male,Group C,associate's degree,free/reduced,completed,72,67,61
S3635,female,Group B,master's degree,standard,none,53,61,59
S3636,male,Group C,high school,standard,none,49,53,43
S3637,female,Group B,bachelor's degree,standard,completed,85,96,95
S3638,male,Group D,master's degree,standard,none,44,39,37
S3639,female,Group D,some college,standard,none,62,62,68
S3642,female,Group C,bachelor's degree,free/reduced,none,69,78,78
S3643,male,Group D,some high school,standard,none,82,7,67
S3645,male,Group C,some college,free/reduced,none,82,73,74
S3647,female,Group E,bachelor's degree,free/reduced,none,63,61,64
S3649,female,Group C,master's degree,standard,completed,79,92,87
S3650,female,Group C,associate's degree,free/reduced,completed,69,76,82
S3651,female,Group C,some college,standard,none,56,58,55
S3652,male,Group D,bachelor's degree,free/reduced,none,63,59,51
S3653,female,Group C,some college,free/reduced,none,62,74,74
S3654,female,Group D,bachelor's degree,free/reduced,completed,45,68,71
S3655,male,Group C,some college,standard,none,43,51,38
S3657,male,Group C,high school,standard,none,90,79,75
S3658,male,Group C,high school,standard,none,64,62,61
S3659,female,Group E,associate's degree,free/reduced,none,80,82,85
S3660,female,Group D,high school,standard,none,74,82,81
S3661,female,Group C,high school,free/reduced,none,76,9,84
S3662,female,Group D,associate's degree,standard,none,61,7,73
S3663,male,Group C,high school,standard,completed,81,89,88
S3664,male,Group C,some college,free/reduced,completed,60,57,61
S3665,male,Group C,high school,free/reduced,none,72,68,62
S3666,female,Group C,high school,standard,none,72,76,74
S3667,female,Group C,associate's degree,standard,completed,73,68,81
S3668,female,Group C,some college,free/reduced,completed,62,68,74
S3669,female,Group C,high school,standard,completed,63,73,74
S3670,male,Group D,high school,standard,completed,82,82,82
S3671,male,Group B,some college,standard,none,81,84,86
S3673,male,Group A,some college,standard,none,51,46,42
S3674,male,Group C,high school,standard,none,79,72,72
S3675,male,Group B,master's degree,standard,none,68,65,60
S3676,female,Group C,high school,free/reduced,completed,49,66,60
S3678,female,Group D,some college,standard,none,74,79,73
S3679,female,Group C,high school,standard,none,55,62,61
S3680,female,Group D,associate's degree,standard,none,63,69,66
S3682,male,Group A,associate's degree,standard,completed,55,62,58
S3683,male,Group C,high school,standard,completed,70,72,67
S3684,female,Group A,high school,standard,none,79,97,85
S3685,male,Group B,bachelor's degree,standard,completed,94,82,93
S3686,male,Group B,some college,standard,none,60,55,52
S3687,female,Group A,some high school,standard,none,70,82,83
S3688,female,Group C,high school,free/reduced,none,66,66,58
S3689,female,Group D,some college,standard,none,71,74,80
S3693,female,Group B,some high school,free/reduced,completed,64,72,79
S3694,male,Group D,some high school,free/reduced,completed,40,5,47
S3695,male,Group D,some college,standard,none,100,84,87
S3696,male,Group C,high school,free/reduced,completed,41,57,55
S3697,male,Group E,master's degree,standard,none,43,45,38
S3699,male,Group B,some high school,free/reduced,completed,58,56,53
S3700,female,Group D,bachelor's degree,free/reduced,completed,59,78,80
S3701,female,Group E,some high school,free/reduced,none,63,72,60
S3702,female,Group B,associate's degree,standard,none,84,9,89
S3703,female,Group C,master's degree,free/reduced,none,71,92,93
S3704,male,Group C,associate's degree,free/reduced,completed,74,85,87
S3705,male,Group D,some high school,free/reduced,none,40,5,47
S3706,male,Group B,high school,free/reduced,completed,76,81,72
S3707,female,Group B,high school,free/reduced,none,49,65,62
S3708,female,Group C,some college,free/reduced,completed,46,57,57
S3709,male,Group C,high school,free/reduced,none,66,66,62
S3710,female,Group D,associate's degree,standard,completed,73,87,83
S3711,male,Group C,master's degree,standard,completed,79,72,74
S3712,female,Group D,master's degree,standard,completed,87,95,100
S3713,male,Group C,some college,standard,completed,75,62,65
S3714,male,Group B,associate's degree,standard,none,72,67,64
S3715,female,Group D,associate's degree,standard,none,67,67,67
S3716,male,Group A,high school,free/reduced,none,70,74,65
S3717,male,Group C,some college,free/reduced,none,65,77,70
S3718,male,Group C,high school,free/reduced,none,34,37,27
